mfcc1_sma3Mean,mfcc2_sma3Mean,mfcc3_sma3Mean,mfcc4_sma3Mean,F0semitoneFrom27_5Hz_sma3nzMean,F1frequency_sma3nzMean,turnText,speaker,startTime,endTime,duration,mp3url,turnCount,inferredSpeakerRole,inferredSpeakerName,predictedClassIndex
27.2560843395,9.1556945785,25.7620922138,9.5390503985,13.8104560843,910.0591119503, what it is. I don't know what it is. I,SPEAKER_00,1288.65,1290.05,1.4,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,290,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
31.2415520357,-11.325485366,15.1415409243,-13.4744455711,14.1189286607,602.2828291071, don't,"SPEAKER_00, SPEAKER_01",1290.05,1290.27,0.22,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,291,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
30.1315539,13.69946515,20.1551924,-8.39886976,28.0425552,843.625266, know,"SPEAKER_00, SPEAKER_01, SPEAKER_02",1290.27,1290.46,0.19,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,292,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.2436217026,5.2933590662,28.4549366679,1.4429301306,17.4841226993,687.4598559396, what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I,SPEAKER_00,1290.46,1310.07,19.61,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,293,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.0951892917,10.4737880232,13.6264214613,12.6806152595,9.4656012747,657.0200870007, don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't,SPEAKER_02,1310.07,1318.27,8.2,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,294,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
19.9029829138,7.4058241627,25.1355320866,0.6473943881,15.958907219,667.9714956697, know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is,SPEAKER_00,1318.27,1332.87,14.6,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,295,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
31.570738867,10.8657855409,19.4737328748,11.8272043742,12.1773900437,686.6405784815,. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is.,SPEAKER_02,1332.87,1339.0,6.13,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,296,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
31.5830844444,7.9240575708,45.1132579444,23.5505295764,20.5753967778,623.4694311806, I don't know,SPEAKER_00,1339.0,1339.45,0.45,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,297,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.7082758667,14.2509404583,27.4436149083,19.9497800808,5.8571791667,632.4941816667, what,"SPEAKER_00, SPEAKER_02",1339.45,1339.69,0.24,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,298,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
30.1071859443,5.3578756069,14.5550896781,8.0334863586,8.1964938993,624.2953281878, it is. I don't know what it is. I don't know what it is. I don't know what it,SPEAKER_02,1339.69,1342.83,3.14,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,299,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.93504896,3.1902533403,29.0301190028,0.1672068056,16.6927084139,630.8401699244, is. I don't know what it is. I don't know what it is. I don,SPEAKER_00,1342.83,1345.37,2.54,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,300,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
14.8803832141,5.9476948358,16.5450511568,12.8856911337,2.3384785435,615.2446929197,'t know what it is. I don't know what it is. I don,SPEAKER_02,1345.37,1348.27,2.9,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,301,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
5.496232749,27.3587423101,35.4116726903,2.36160059,10.057399426,846.4755439456,'t know what it is. I,SPEAKER_00,1348.27,1349.04,0.77,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,302,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
38.7098216667,31.2024418333,38.8306706667,22.6725042667,9.5493031667,735.7212866667, don,"SPEAKER_00, SPEAKER_02",1349.04,1349.17,0.13,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,303,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
39.3678723468,8.1728592416,12.5891528765,18.5634770761,11.9142073342,643.1440886954,'t know what it is. I don't know what it is. I don't know what it is. I don't,SPEAKER_02,1349.17,1352.27,3.1,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,304,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
26.6264595302,10.551528315,49.1311135146,-16.1679241703,21.0302024667,781.8260878333, know what it is,SPEAKER_00,1352.27,1352.83,0.56,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,305,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
40.5982784444,-7.1885057444,30.1610575556,8.8861324778,2.9396336667,713.1677533333,.,"SPEAKER_00, SPEAKER_02",1352.83,1353.0,0.17,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,306,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.6306178452,15.1125599033,13.7833542824,14.7254489556,2.5821193537,824.3206076737, I don't know what it is. I don't know what it,SPEAKER_02,1353.0,1354.83,1.83,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,307,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.727530195,7.919399375,24.8437996622,1.466346823,14.4466710358,645.3157668412, is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don't know what it is. I don,SPEAKER_00,1354.83,1364.21,9.38,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,308,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
34.6533618971,5.0442729387,35.4072915746,-5.14579227,19.6551358889,621.8314504333,'t know what it is,"SPEAKER_00, SPEAKER_02",1364.21,1364.82,0.61,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,309,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
27.3418825962,9.4728669443,26.3734035603,15.7347974722,14.1951461915,676.7425321524,. I don't know what it is. I don't know what it is. I don't know what it is. I don,SPEAKER_02,1364.82,1368.37,3.55,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,310,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.1355388835,6.4887945049,33.8963242235,-3.8423865875,18.0682279845,626.5041997874,'t know what it is. I don't know what it is. I don't know what it is. I don't know what it is.,SPEAKER_00,1368.37,1373.0,4.63,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,311,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
26.3048652555,11.1237652697,18.5170440247,14.7656865493,10.1008201573,783.2811119568, I don't know what it is. I don't know what it is. I don't know what it is. They didn't tell me anything. They allowed me to just kind of,SPEAKER_02,1373.0,1378.0,5.0,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,312,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.3566132779,6.0948953562,22.047542029,-0.9261272477,17.7645860688,651.1755798825," figure it out. I see. What about you, Jerry? What was the question? What your parents said. What I think everyone. You must have a great grandmother or something that died when you were early when you were young. And so we're talking about what your parents explained death to your young self. They didn't. We don't per talked about it. Yeah",SPEAKER_00,1256.48,1393.0,136.52,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,313,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
24.044063508,13.623993972,24.467120238,19.32143486,15.22386546,721.4338224,.,"SPEAKER_00, SPEAKER_03",1258.95,1394.0,135.05,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,314,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
31.6672647921,6.1543666397,17.4305049265,10.1567781999,11.2697260964,619.605249187, And I only had,SPEAKER_03,1394.0,1395.25,1.25,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,315,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.3256547619,10.3700876667,12.8822360429,12.3003842738,0.0,964.9436354762, two,SPEAKER_00,1395.25,1396.09,0.84,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,316,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
24.7819532683,8.3584318439,21.3623939957,13.2357523371,18.9996928809,665.7640776235, grandparents that,"SPEAKER_00, SPEAKER_03",1396.09,1397.88,1.79,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,317,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.135570954,14.1200401025,16.262114296,12.1625378715,6.0386551528,848.3827058796, I know that I knew who died. Yeah. It's interesting. Yeah. It's a good question. Now I,SPEAKER_03,1397.88,1403.26,5.38,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,318,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.589808755,12.6495429393,35.842686803,8.7452144483,7.3246132413,820.9114400961, feel like asking my parents. Yeah. It's,SPEAKER_00,1403.26,1405.51,2.25,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,319,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
17.4218149786,4.0003866698,23.8061978992,-1.2833106984,17.223889324,718.1526704245, interesting. Are you,"SPEAKER_00, SPEAKER_02",1405.51,1406.46,0.95,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,320,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
31.0350026685,10.5399825153,20.3442300771,11.867114755,7.6535445977,652.84916895," an only child or do you have siblings? I am an only child, but",SPEAKER_02,1406.46,1410.52,4.06,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,321,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
18.7512442265,8.560906321,33.3640895681,-7.7665147069,19.094093123,589.5588690613, my father did have another child. So I have like a half,SPEAKER_00,1410.52,1414.25,3.73,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,322,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
12.4804466364,36.0134364242,11.4968697079,25.6632461345,3.1525282424,815.0431342424, sister,"SPEAKER_00, SPEAKER_02",1414.25,1414.9,0.65,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,323,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
34.1059449298,8.4462736692,17.7095214396,6.1529472905,13.1515056684,677.4047426719,. Yeah. That makes you not an only child. I'm a little bit older than you. I'm a,SPEAKER_02,1414.9,1419.84,4.94,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,324,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
15.3705215779,23.0359974294,13.5043088794,12.825843285,9.6971921324,833.8560529412, little,"SPEAKER_02, SPEAKER_00",1419.84,1421.2,1.36,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,325,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
28.3618569667,6.6110949857,39.0147960333,-0.0068464407,5.6325496333,636.7859183333, bit,SPEAKER_00,1421.2,1421.8,0.6,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,326,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
28.2487333392,6.3530086671,26.5541369502,-5.1634352402,20.8719124902,612.5786356863, older,"SPEAKER_00, SPEAKER_02",1421.8,1422.83,1.03,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,327,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
27.0992853365,10.3560217896,20.5784114875,9.9959879363,6.1470697783,843.2029205316, than you. I'm,SPEAKER_00,1422.83,1425.11,2.28,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,328,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
36.5191813043,11.8773874316,12.3940803766,8.6766589174,12.9024774496,712.9926518397, a little bit older than you. I'm a little bit older than you. I'm a little bit older,SPEAKER_02,1425.11,1427.61,2.5,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,329,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
26.773812859,2.0220465216,35.5333584656,2.2514215151,14.5035174847,705.4239835374, than you. I'm a little,SPEAKER_00,1427.61,1428.44,0.83,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,330,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
27.8947526425,9.2911605549,22.2549683124,6.4952248151,7.4073855804,804.4398313344, bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm,SPEAKER_02,1428.44,1431.13,2.69,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,331,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
19.4679111449,7.4242501755,26.8632801352,-1.5759875151,16.3887927773,697.197778489, a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you.,SPEAKER_00,1431.13,1446.0,14.87,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,332,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.0543047692,9.1906036391,18.9038095932,5.5661977661,11.4639305313,668.3699910135, I'm a little bit older than you.,"SPEAKER_00, SPEAKER_01",1446.0,1447.0,1.0,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,333,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.0433040324,10.2502431414,28.4916137397,-4.3739521191,23.1885597019,656.7921720244, I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a little bit older than you. I'm a,SPEAKER_00,1447.0,1455.13,8.13,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,334,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
14.5527860426,4.324675472,18.6906113449,12.2965008075,5.2690028225,821.1250064046, little bit older than you. I'm a little bit older than you. I'm,SPEAKER_02,1455.13,1457.1,1.97,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,335,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
32.8620669375,25.4114250687,25.2131098562,25.0060526875,17.0398129375,842.177271875, a little,SPEAKER_00,1457.1,1457.34,0.24,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,336,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
38.9316563464,18.9683666491,-1.880148397,-10.2450018324,27.4107025679,577.7654225952, bit older than,"SPEAKER_00, SPEAKER_02",1457.34,1457.75,0.41,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,337,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
25.5110877822,19.3528284693,17.7074623433,4.0324927054,11.4371617048,694.0659995967, you. I'm a little bit older than you. I'm,SPEAKER_00,1457.75,1459.13,1.38,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,338,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.7087327167,14.7034798837,31.4812562916,14.1364977067,20.4686340667,708.9387153334, a little bit older,"SPEAKER_02, SPEAKER_00",1459.13,1459.75,0.62,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,339,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
